image,n_pred,n_gt,matched,unmatched_pred,unmatched_gt,terminal_pair_precision,terminal_pair_recall,terminal_pair_f1,net_f1,per_component_connected_acc,per_component_recall_acc,nged,strict_success,spice_valid,solvable_before,solvable_after,num_assumptions,num_gauge
circuit_1013.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1022.jpg,8,8,8,0,0,0.7727272727272727,0.7083333333333334,0.7391304347826088,0.8666666666666667,0.0,0.0,0.05454545454545454,False,1,1,1,3,2
circuit_1025.jpg,8,8,8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1028.jpg,14,14,14,0,0,0.23728813559322035,0.34146341463414637,0.28,0.44897959183673464,0.0,0.0,0.2967032967032967,False,1,0,1,5,2
circuit_1045.jpg,7,7,7,0,0,1.0,0.8461538461538461,0.9166666666666666,0.9230769230769231,0.2857142857142857,0.2857142857142857,0.06382978723404255,False,1,0,1,3,1
circuit_1048.jpg,24,24,24,0,0,0.9583333333333334,0.971830985915493,0.965034965034965,0.98,0.7916666666666666,0.875,0.32222222222222224,False,1,1,1,3,1
circuit_1052.jpg,7,7,7,0,0,0.75,0.5454545454545454,0.631578947368421,0.6923076923076923,0.2857142857142857,0.2857142857142857,0.2692307692307692,False,1,0,1,3,2
circuit_1059.jpg,14,14,13,1,1,0.16822429906542055,0.4,0.23684210526315788,0.36,0.0,0.0,0.3977272727272727,False,1,0,0,3,2
circuit_1080.jpg,17,16,16,1,0,0.6041666666666666,0.6744186046511628,0.6373626373626373,0.7142857142857143,0.0,0.25,0.33858267716535434,False,1,0,0,6,0
circuit_1095.jpg,19,19,19,0,0,0.92,0.6666666666666666,0.7731092436974789,0.8055555555555556,0.15789473684210525,0.15789473684210525,0.3181818181818182,False,1,0,1,7,2
circuit_1103.jpg,5,5,5,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,True,1,1,1,2,1
circuit_115.jpg,10,10,10,0,0,0.85,0.6538461538461539,0.7391304347826088,0.7272727272727273,0.3,0.3,0.15625,False,1,1,1,4,1
circuit_1150.jpg,8,7,7,1,0,0.6,0.5454545454545454,0.5714285714285713,0.7500000000000001,0.0,0.0,0.10416666666666667,False,1,0,1,4,2
circuit_1156.jpg,19,19,19,0,0,0.9298245614035088,0.7681159420289855,0.8412698412698412,0.9166666666666666,0.42105263157894735,0.42105263157894735,0.10077519379844961,False,1,0,1,3,2
circuit_1175.jpg,30,30,27,3,3,0.6282051282051282,0.5833333333333334,0.6049382716049383,0.7256637168141593,0.23333333333333334,0.23333333333333334,0.32857142857142857,False,1,1,1,3,1
circuit_118.jpg,23,23,23,0,0,0.5714285714285714,0.5217391304347826,0.5454545454545454,0.7291666666666666,0.30434782608695654,0.43478260869565216,0.2988505747126437,False,1,1,1,3,1
circuit_1182.jpg,6,6,6,0,0,1.0,0.9090909090909091,0.9523809523809523,0.9,0.6666666666666666,0.6666666666666666,0.1282051282051282,False,1,1,1,3,1
circuit_1184.jpg,14,14,14,0,0,0.13186813186813187,0.26666666666666666,0.1764705882352941,0.1951219512195122,0.0,0.07142857142857142,0.45454545454545453,False,0,0,0,3,2
circuit_1187.jpg,19,19,19,0,0,0.8571428571428571,0.6086956521739131,0.7118644067796609,0.8055555555555556,0.10526315789473684,0.10526315789473684,0.3893129770992366,False,1,0,1,5,2
circuit_1195.jpg,8,8,8,0,0,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.7142857142857142,0.125,0.125,0.10714285714285714,False,1,0,1,5,2
circuit_1197.jpg,7,7,7,0,0,0.875,0.8235294117647058,0.8484848484848485,0.8461538461538461,0.42857142857142855,0.42857142857142855,0.22448979591836735,False,1,1,1,4,2
circuit_1207.jpg,13,13,13,0,0,0.15254237288135594,0.1956521739130435,0.17142857142857146,0.3829787234042554,0.0,0.07692307692307693,0.4186046511627907,False,1,0,1,6,1
circuit_1222.jpg,15,15,15,0,0,0.3148148148148148,0.26153846153846155,0.2857142857142857,0.5373134328358209,0.0,0.0,0.29411764705882354,False,1,0,1,7,2
circuit_1234.jpg,6,6,6,0,0,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.6666666666666665,0.16666666666666666,0.16666666666666666,0.24324324324324326,False,1,1,1,5,2
circuit_1238.jpg,24,24,23,1,1,0.6744186046511628,0.27358490566037735,0.38926174496644295,0.7619047619047619,0.16666666666666666,0.20833333333333334,0.36538461538461536,False,1,0,0,4,2
circuit_1240.jpg,24,24,24,0,0,0.5641025641025641,0.20754716981132076,0.30344827586206896,0.608695652173913,0.16666666666666666,0.16666666666666666,0.5207100591715976,False,0,0,0,3,2
circuit_1247.jpg,22,22,22,0,0,0.6060606060606061,0.6451612903225806,0.625,0.7872340425531915,0.18181818181818182,0.18181818181818182,0.3176470588235294,False,1,1,1,6,0
circuit_1253.jpg,12,12,12,0,0,1.0,0.8846153846153846,0.9387755102040816,0.9565217391304348,0.6666666666666666,0.6666666666666666,0.2413793103448276,False,1,1,1,3,2
circuit_1259.jpg,8,8,8,0,0,0.6,0.16666666666666666,0.2608695652173913,0.4666666666666667,0.0,0.0,0.4098360655737705,False,1,0,0,6,2
circuit_1264.jpg,16,15,15,1,0,0.3448275862068966,0.3076923076923077,0.3252032520325204,0.6,0.0,0.0,0.3416666666666667,False,1,0,1,3,2
circuit_1273.jpg,23,23,23,0,0,0.8412698412698413,0.7681159420289855,0.8030303030303031,0.9183673469387755,0.5652173913043478,0.6086956521739131,0.2994350282485876,False,1,1,1,3,1
circuit_1275.jpg,7,7,7,0,0,0.8461538461538461,0.7333333333333333,0.7857142857142856,0.8461538461538461,0.2857142857142857,0.2857142857142857,0.061224489795918366,False,1,0,1,3,1
circuit_129.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_131.jpg,8,8,8,0,0,0.8181818181818182,0.5,0.6206896551724137,0.7142857142857142,0.0,0.0,0.3333333333333333,False,1,0,1,4,2
circuit_132.jpg,19,19,19,0,0,0.9090909090909091,0.7246376811594203,0.8064516129032259,0.9142857142857143,0.5263157894736842,0.5263157894736842,0.2047244094488189,False,1,0,1,5,2
circuit_140.jpg,21,23,19,2,4,0.37142857142857144,0.37681159420289856,0.3741007194244605,0.6067415730337078,0.13043478260869565,0.13043478260869565,0.48148148148148145,False,1,0,0,6,1
circuit_142.jpg,24,23,23,1,0,0.6190476190476191,0.2736842105263158,0.3795620437956205,0.6823529411764706,0.17391304347826086,0.17391304347826086,0.35668789808917195,False,0,0,0,4,2
circuit_147.jpg,9,9,9,0,0,0.8888888888888888,0.8421052631578947,0.8648648648648649,0.8749999999999999,0.5555555555555556,0.5555555555555556,0.04918032786885246,False,1,1,1,3,1
circuit_15.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_150.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_154.jpg,5,5,5,0,0,0.2222222222222222,0.2,0.2105263157894737,0.5,0.0,0.0,0.16129032258064516,False,1,1,1,3,2
circuit_156.jpg,17,17,17,0,0,1.0,0.9411764705882353,0.9696969696969697,0.9696969696969697,0.7647058823529411,0.7647058823529411,0.15966386554621848,False,1,0,0,4,2
circuit_165.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_171.jpg,24,23,23,1,0,0.4666666666666667,0.23863636363636365,0.31578947368421056,0.5909090909090909,0.08695652173913043,0.08695652173913043,0.45962732919254656,False,1,0,0,5,2
circuit_179.jpg,9,9,9,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,True,1,0,0,3,2
circuit_181.jpg,15,15,15,0,0,0.5333333333333333,0.36923076923076925,0.43636363636363634,0.6470588235294118,0.13333333333333333,0.13333333333333333,0.23728813559322035,False,1,1,1,2,2
circuit_196.jpg,5,5,5,0,0,0.8,0.4,0.5333333333333333,0.6666666666666666,0.0,0.0,0.2222222222222222,False,1,0,1,3,1
circuit_20.jpg,5,5,4,1,1,0.2857142857142857,0.2,0.23529411764705882,0.5555555555555556,0.0,0.0,0.2857142857142857,False,1,0,1,3,2
circuit_208.jpg,19,19,19,0,0,1.0,0.8115942028985508,0.896,0.9714285714285714,0.5789473684210527,0.5789473684210527,0.1746031746031746,False,1,0,1,4,2
circuit_209.jpg,13,13,13,0,0,0.5185185185185185,0.6086956521739131,0.5599999999999999,0.7083333333333333,0.3076923076923077,0.46153846153846156,0.11627906976744186,False,1,0,0,3,1
circuit_21.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_211.jpg,14,14,14,0,0,0.25287356321839083,0.4888888888888889,0.33333333333333337,0.48,0.0,0.14285714285714285,0.38636363636363635,False,1,0,0,3,2
circuit_218.jpg,16,16,16,0,0,0.5714285714285714,0.7441860465116279,0.6464646464646464,0.7164179104477612,0.25,0.3125,0.5630252100840336,False,1,1,1,3,0
circuit_220.jpg,13,13,13,0,0,0.13333333333333333,0.17391304347826086,0.15094339622641512,0.32653061224489793,0.0,0.0,0.2727272727272727,False,1,0,0,7,1
circuit_221.jpg,14,14,14,0,0,0.3815789473684211,0.6444444444444445,0.4793388429752066,0.5660377358490566,0.0,0.07142857142857142,0.2903225806451613,False,1,0,0,3,2
circuit_225.jpg,24,24,24,0,0,0.5,0.18867924528301888,0.27397260273972607,0.574468085106383,0.08333333333333333,0.08333333333333333,0.4797687861271676,False,1,0,0,5,2
circuit_249.jpg,14,14,13,1,1,0.11702127659574468,0.20754716981132076,0.14965986394557823,0.32653061224489793,0.0,0.0,0.2988505747126437,False,1,0,0,3,2
circuit_251.jpg,6,6,6,0,0,1.0,0.6470588235294118,0.7857142857142858,0.8181818181818182,0.16666666666666666,0.16666666666666666,0.21951219512195122,False,1,0,1,3,1
circuit_255.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16,True,1,1,1,2,1
circuit_257.jpg,18,18,18,0,0,0.9454545454545454,0.8387096774193549,0.8888888888888888,0.9142857142857143,0.4444444444444444,0.4444444444444444,0.3492063492063492,False,1,0,0,5,2
circuit_259.jpg,15,15,15,0,0,0.2857142857142857,0.27692307692307694,0.28125,0.5588235294117647,0.0,0.0,0.29310344827586204,False,1,0,0,1,2
circuit_264.jpg,9,9,9,0,0,1.0,0.6842105263157895,0.8125000000000001,0.8823529411764706,0.4444444444444444,0.4444444444444444,0.35384615384615387,False,1,0,1,3,2
circuit_270.jpg,6,6,6,0,0,0.6666666666666666,0.6,0.631578947368421,0.8181818181818182,0.0,0.16666666666666666,0.3023255813953488,False,1,1,1,3,1
circuit_271.jpg,6,6,6,0,0,0.75,0.5454545454545454,0.631578947368421,0.8181818181818182,0.16666666666666666,0.16666666666666666,0.3023255813953488,False,1,1,1,3,1
circuit_278.jpg,15,15,15,0,0,0.37777777777777777,0.26153846153846155,0.30909090909090914,0.5882352941176471,0.0,0.0,0.24369747899159663,False,1,0,0,4,2
circuit_298.jpg,24,24,24,0,0,0.3770491803278688,0.23,0.2857142857142857,0.6206896551724138,0.08333333333333333,0.125,0.4968553459119497,False,1,0,1,4,2
circuit_304.jpg,7,7,7,0,0,0.75,0.5,0.6,0.7692307692307693,0.2857142857142857,0.2857142857142857,0.29411764705882354,False,1,0,0,3,2
