image,n_pred,n_gt,matched,unmatched_pred,unmatched_gt,terminal_pair_precision,terminal_pair_recall,terminal_pair_f1,net_f1,per_component_connected_acc,nged,strict_success,spice_valid,solvable_before,solvable_after,num_assumptions,num_gauge
circuit_1.jpg,15,15,13,2,2,0.26373626373626374,0.36923076923076925,0.3076923076923077,0.5,0.0,0.26785714285714285,False,1,0,0,2,2
circuit_1016.jpg,16,15,15,1,0,0.44,0.42857142857142855,0.43421052631578944,0.676056338028169,0.0,0.19491525423728814,False,1,0,0,2,2
circuit_1018.jpg,6,6,6,0,0,0.7272727272727273,0.5333333333333333,0.6153846153846153,0.7272727272727273,0.16666666666666666,0.12195121951219512,False,1,1,1,2,2
circuit_1074.jpg,28,28,28,0,0,0.5,0.2782608695652174,0.3575418994413408,0.6296296296296297,0.10714285714285714,0.3229166666666667,False,1,0,0,2,1
circuit_1076.jpg,24,24,24,0,0,0.43478260869565216,0.18867924528301888,0.26315789473684215,0.5531914893617021,0.08333333333333333,0.4269005847953216,False,1,0,0,3,2
circuit_1077.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1079.jpg,23,23,22,1,1,0.43636363636363634,0.34782608695652173,0.3870967741935484,0.6530612244897959,0.08695652173913043,0.42777777777777776,False,1,1,1,6,1
circuit_1087.jpg,9,9,9,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1093.jpg,18,19,17,1,2,0.6896551724137931,0.7017543859649122,0.6956521739130435,0.7714285714285715,0.15789473684210525,0.30158730158730157,False,1,0,1,3,2
circuit_1094.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1097.jpg,12,10,10,2,0,0.48148148148148145,0.8666666666666667,0.6190476190476191,0.8292682926829269,0.7,0.08860759493670886,False,1,0,1,5,2
circuit_1111.jpg,24,24,24,0,0,0.32608695652173914,0.15,0.2054794520547945,0.5319148936170213,0.125,0.3953488372093023,False,1,0,0,3,2
circuit_1121.jpg,7,7,7,0,0,0.45454545454545453,0.625,0.5263157894736842,0.6666666666666667,0.42857142857142855,0.16666666666666666,False,1,1,1,3,2
circuit_1122.jpg,19,19,19,0,0,0.9298245614035088,0.7681159420289855,0.8412698412698412,0.9166666666666666,0.42105263157894735,0.3023255813953488,False,1,0,1,3,2
circuit_1124.jpg,19,19,19,0,0,0.9107142857142857,0.7391304347826086,0.8159999999999998,0.8732394366197184,0.5263157894736842,0.328125,False,1,0,1,5,2
circuit_1127.jpg,8,8,8,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_113.jpg,24,24,24,0,0,0.5581395348837209,0.24,0.3356643356643356,0.608695652173913,0.16666666666666666,0.43529411764705883,False,1,0,0,4,2
circuit_1133.jpg,13,13,13,0,0,0.525,1.0,0.6885245901639345,0.7307692307692306,1.0,0.23255813953488372,False,1,0,0,2,1
circuit_1134.jpg,15,14,14,1,0,0.13636363636363635,1.0,0.24000000000000002,0.32142857142857145,1.0,0.3780487804878049,False,1,1,1,2,2
circuit_1135.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1145.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1153.jpg,28,28,28,0,0,0.671875,0.3739130434782609,0.4804469273743016,0.7222222222222222,0.2857142857142857,0.37823834196891193,False,1,0,0,2,1
